user_id,app,platform,from,category,title,contact,details,created_at,ip,ua
80,1.0.0+1,ios,settings,要望,潮p,,詳細テスト,"2026-02-11 02:46:12",59.138.215.165,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
